,X,Y,Z,id,nugget
0,0.0,0.0,-20.999999999999993,39586782,1e-05
1,20.0,0.0,-10.187857650244936,39586782,1e-05
2,30.0,0.0,-1.0,39586782,1e-05
3,0.0,0.0,-39.0,91759281,1e-05
4,20.0,0.0,-14.720405471382989,91759281,1e-05
5,40.0,0.0,-15.999999999999993,91759281,1e-05
6,0.0,0.0,-61.0,99858642,1e-05
7,20.0,0.0,-47.677868519140276,99858642,1e-05
8,60.0,0.0,-27.0,99858642,1e-05
9,0.0,0.0,-72.0,68656278,1e-05
10,30.0,0.0,-55.5,68656278,1e-05
11,60.0,0.0,-39.0,68656278,1e-05
12,20.0,0.0,-74.84866135515745,33347785,1e-05
13,60.0,0.0,-52.0,33347785,1e-05
14,70.0,0.0,-77.0,87854201,1e-05
15,80.0,0.0,-71.0,87854201,1e-05
