,X,Y,Z,id,nugget
0,0.0,0.0,-20.999999999999993,78676454,1e-05
1,20.0,0.0,-7.714120741158538,78676454,1e-05
2,30.0,0.0,-1.0,78676454,1e-05
3,0.0,0.0,-39.0,57499456,1e-05
4,20.0,0.0,-12.356894414262264,57499456,1e-05
5,40.0,0.0,-15.999999999999993,57499456,1e-05
6,0.0,0.0,-61.0,78259920,1e-05
7,20.0,0.0,-38.787638303667755,78259920,1e-05
8,60.0,0.0,-27.0,78259920,1e-05
9,0.0,0.0,-72.0,53070523,1e-05
10,30.0,0.0,-55.5,53070523,1e-05
11,60.0,0.0,-39.0,53070523,1e-05
12,20.0,0.0,-77.41140069045535,94409274,1e-05
13,60.0,0.0,-52.0,94409274,1e-05
14,70.0,0.0,-77.0,56278234,1e-05
15,80.0,0.0,-71.0,56278234,1e-05
